Word,Frequency
paradigm –,1
"""clepsydra ),""",1
89,1
69,1
starting thinking seriously,1
seeed studio,1
resulting achievements,1
produced hybrids,1
luxury communism,1
feel left,1
‘ device,2
even challenge society,1
"""2014 ),""",4
"""3 ),""",3
‘ create,2
create ‘,1
prevent arbitrary excesses,1
negotiate agonistic interests,1
art performances described,1
sundials introduced control,1
also uncontrollable chance,1
communitarian values ).,1
future governance becomes,1
experts making decisions,1
produce economic value,1
governance supports time,1
wheeler labs,1
model karvonen,1
social experiment rather,1
one without,1
future control described,1
ideas reduced politics,1
"""r ., lee""",1
resign upon,3
disobedience becomes synonymous,1
restore political agency,1
preserving human agency,1
sundial created parasites,1
someone else,1
social contract,1
leaving open,1
even hacked,1
governance meets technology,1
prototypes describe hybrid,1
olive presses,9
century political,1
adam 2000 ).,1
generate new,1
uploading data,1
pervasive time measurement,1
metaphors engage language,1
bacon ’,15
superior artisans,1
53 git,1
life ’,5
something beyond,1
geek diplomacy,1
automation reduces citizens,1
metaphysical automation leading,1
destroy old myths,1
paxos allegory reversed,1
credible neutrality,1
classic painting,1
new organizations,1
technology communities changed,1
often remain,1
interventions prevent discussions,1
restoration natural philosophy,1
solar factory,1
‘ war,1
‘ thinginess,1
‘ studying,1
‘ simulacrum,1
‘ servants,1
‘ rupture,1
‘ promisory,1
‘ outsourced,1
‘ meta,1
‘ limbo,1
‘ janus,1
‘ hollow,1
‘ expanding,1
‘ excursion,1
‘ enter,1
‘ dull,1
‘ displacements,1
‘ design,2
‘ deresponsibilisation,1
‘ created,1
‘ considering,1
‘ ballets,1
retreating ‘,1
neglect ‘,1
compliant ‘,1
low social standing,1
imposing austerity,1
imposed via,1
explicitly mentions,1
design thinking embraced,1
code could solve,1
general public,1
artistic creation define,1
essential political experience,1
bunnie huang,1
big data,9
dissonance ’.,4
"""timing ),""",2
"""sezs ),""",1
"""hours ),""",1
"""crazy ),""",1
"""cicero ),""",1
"""2004 ),""",2
"""1991 ),""",1
"""1974 ),""",1
"""1970 ),""",1
"""178a ),""",1
century studies,1
leviathan promises efficiency,1
often connected,1
magical infrastructures,1
discuss different values,1
seeking truth,1
kairos becomes impossible,1
parasites ’,1
without prototypes,1
plato defines governance,1
estrogen public,1
coleman shows paradoxes,1
artisan projects,3
century histories,1
prototypes explore kairos,1
j .- c,1
around prototypes,1
still enacts,1
reminds us,2
let us,1
help us,1
’ holbach,1
’ dwyer,2
’ brolcháin,1
’ brolchain,1
wordsworth ’,1
truth ’,1
temporalized ’,1
statuslessness ’,1
recourse ’,1
rarities ’,1
priori ’,1
precariousness ’,1
pleasing ’,1
mayer ’,1
maybe ’,1
masters ’,1
louisville ’,1
innovator ’,1
injustice ’,1
indifference ’,1
imaginaries ’,1
hartmann ’,2
former ’,1
discovered ’,1
design ’,3
decisive ’,1
copenhagen ’,1
conviviality ’,1
ceremonial ’,1
breeding ’,1
bostrom ’,1
banks ’,1
atheist ’,2
arising ’,1
apolitical ’,1
modern artisans,1
mechanical contraption,1
"""2013 ),""",3
makers use prototyping,1
algorithmic accountability,1
would become,1
‘ reason,1
prototype without,1
desiderata make prototyping,1
drebbel ’,16
ex ante,1
gratwick 1979 ).,1
often arbitrary,1
unexpected places,1
"""infrastructures ),""",1
capricious nature,1
exempla emphasizes knowledge,1
boeotia .”,1
sharing processor power,1
add technological,1
design promises security,1
source technologies,1
something stable,1
air pump,3
1970s inspired algorithms,1
‘ product,1
every street,1
makers define prototyping,1
people ’,2
accused clepsydra,1
social agency rather,1
upon learning,1
xenoestrogen pollution,1
whose valour,1
weak points,1
vast difference,1
transgender dystopia,1
timothy omer,1
solarium,1
plastic bottles,1
original block,1
official journals,1
monitoring pollution,1
legendary road,1
kahn discusses,1
ideological biases,1
horas,1
explorer bromberg,1
entertainment purposes,1
daphnia zooplancton,1
continue experimentando,1
carefully disposed,1
capitalist technocrats,1
2056305118768303 mittelstadt,1
1618211113 sloane,1
create without,1
save public time,1
july ).,1
birth ).,1
different countries,1
good enough,1
nature empower everyone,1
5 blockchain,1
official r,1
"""), discussed""",1
governance reduces history,1
demarcating science,2
arendt ’,1
chronos imposing patterns,1
go beyond,2
preserves human agency,1
bring new,1
unique 17,1
would later,1
experiment led generations,1
alternative visions emphasized,1
guarantee survival rather,1
experimental arrangements,1
certeau 1984 ).,1
"""trouble ),""",2
new music,1
new formats,1
hobbes ’,1
military apparatus,1
biggest security threat,1
"""), magic""",1
nationalist calls,1
many functions,1
source prototype,1
versus example,1
devil ’,2
ultimately brought,1
"""time ’,""",1
‘ whether,1
supported projects,1
projects supported,1
instruments control time,1
sandbox supported,1
open explorations,2
"""2015 ),""",1
trouble ’,3
h .- j,1
prediction market driven,1
book defines time,1
big corporations,1
imaginary media,1
epistemic machines,2
things ’,2
leppälä showed,1
documentation rather,1
labor performed,1
"""2003 ),""",1
still critical,1
artificial intelligence,3
opendrop supported,1
remains open,2
infrastructure fjeld,1
sociotechnical space,1
shenzhen ’,1
‘ community,2
even lawmakers,1
serious research,1
safecast started,1
experimenta fructifera,4
engagements transform society,1
"""., huey""",1
"""., bardzell""",1
‘ way,1
‘ museum,1
unite around,1
chronos dominates society,1
one best future,1
human body,1
political artisan,2
republic excluded makers,1
lessig ’,1
traditional crafts,2
technically completed,1
predictive ai,2
predicting ai,1
mixing fiction,1
less structured,1
john locke,1
provoke socrates,1
new artisans,1
future replaces governance,1
scientific advancements,1
shenzhen allowed users,1
decisions upon,1
knowledge representing,1
technology transfer process,1
transform ‘,1
appropriate mechanism,1
still support,1
term mutagenesis,1
honf foundation launched,1
salomon ’,3
idiosyncratic projects,1
prototyping bridge cultural,1
‘ form,1
whose rules,1
science beyond,1
negotiating power relations,1
automation behind,1
often contradictory,2
often conflicting,2
prototypes change society,1
‘ governance,2
also idiosyncratic,1
artisan science,1
leibniz ’,4
cycles create predictable,1
air pumps,6
introducing templates regulations,1
persistent 24,1
pechblenda21 lab,1
nanošmano lab,1
different global,1
experienced prototypes,1
academy embraces time,1
arbitrarily defined,1
unexpected futures,1
remained open,2
project open,1
open project,2
appear like,1
future governance reduced,1
source design,1
"""1940 ),""",1
thus makes,1
"""governance ),""",1
later open,1
various actors,1
makers ’,3
citizen science,3
artisan instruments,2
automatically follow,1
offer controllable knowledge,1
genealogy provides examples,1
transgressive subjects,2
automated system,1
algorithmic machine,1
experiments beyond,1
even superior,1
artificial machines,1
’ rather,1
’ form,1
ethical frameworks,3
prototyping communitas,2
future governance infrastructure,1
safecast shows,1
often predetermined,1
governance ’,1
infrastructure promises control,1
‘ try,1
‘ folly,2
breaks social divisions,1
openly ambiguous,1
maker movements,2
people meet,1
connect knowing,1
times silly,1
samuel morland,1
independent monitoring,1
independent measurements,1
glass orb,1
generating real,1
forma vitae,2
platform owners,2
advantageous belongs,1
global solutions,1
"""politics ),""",1
present scholarship,1
living fruits,1
could build,1
informal collaborations,1
automated machine,1
every man,1
media archeology,2
political theology,2
world ’,1
chronos provides insights,1
famous installation,1
famous authors,1
tech artisans,1
‘ capacity,2
start ‘,1
extreme scenarios,1
‘ rule,1
different solutions,1
technological wonders,1
become invitations,1
like optatives,1
algorithmic futures,1
collective identities,1
1978 ).,1
1975 ).,1
closely follow,1
claim opposes automation,1
theaetetus support aristotle,1
enables participants,1
various forces,1
modern projects,1
osh explores,1
remain open,4
combined electronics,1
new machines,1
places involved,1
menu ’.,1
last century,1
instructables documentation,1
greek island,1
food commensality,2
disonancne ’.,1
design ’.,1
century cabinets,1
professional research,1
"""0 ),""",1
"""arguments ’,""",1
inventions ’,1
hypodiabetic blog,1
artificial system,1
would perform,1
discuss concrete examples,1
professional science,2
interest around,1
solar cycle,2
trouble along,1
everyday practice resist,1
new actors,1
single actor,1
saving democracy,1
free citizen,1
often ambiguous,1
sourced project,1
"""transformation ),""",1
atomic clocks,1
living fruit,2
instruments mark,1
instruments ignored,1
various projects,1
community around,2
"""action ),""",1
"""2012 ),""",1
descartes ’,1
‘ slowing,1
‘ rüdiger,1
‘ punk,1
‘ live,1
‘ letters,2
‘ flexibility,1
‘ demand,1
various maker,1
global actors,1
"""culture ),""",1
promising predictions,1
postcolonial utopias,1
electric field,1
either monetizing,1
bittie connected,1
basic books,1
different changes,1
diplomacy described,1
pcr machines,1
meaning ‘,1
liminal zones,1
detect estrogen,1
classic 17th,1
‘ innovation,1
renaissance artisans,8
living machines,1
similar open,1
alchemical ideals,1
science must,1
chronos reduces politics,1
‘ imagination,1
βούλωνται —,1
hurry —,1
developing countries,5
coleman ’,2
efforts described,1
every instrument,1
different actors,3
innovation serves power,1
allow everyone,1
diplomacy ).,1
"""2006 ),""",1
"""1990 ),""",1
something new,1
even transgressive,1
makerbot blog,1
often inspired,1
sociotechnical issues,1
enabling rich,1
new worlds,1
new markets,1
china ’,7
artisan prototypes,2
‘ everything,1
automation defines history,1
apocalyptic citizenship,1
ever prevent,1
chapter 1,2
middle age ideal,1
political matter rather,1
vita activa,13
open futures,6
diy air,1
cosmology identifying cycles,1
still dominant,1
various tools,1
kairos reduced politics,1
alchemists embraced time,1
lebniz ’,1
joy ’,1
inequality ’,1
explorers ’,2
dürer ’,1
project .’,1
gender identities,1
one word,1
"""lindtner ),""",1
source ideals,1
mobile r,1
hackers around,1
every prototype,1
things ’.,1
space beyond,1
take personal risks,1
vita active,3
measuring radiation,1
magical belief,1
hacked webcams,1
celestial phenomena,1
initiate temporary,1
plato ’,11
new experimental,1
present algorithmic,1
instruments exploring,1
fellow researchers,1
waste products,1
even institutional,1
citizen data,1
cosmological measurements,1
ibid ..),3
rooms /.,1
"""2010 ),""",1
‘ republic,2
via appia,2
community bonding experience,1
civic body,1
lindtner ’,6
supporting justice,1
mechanical contraptions,1
directly connected,2
often prone,1
distributed computing,5
informal projects,1
imposes machines,1
different forces,1
thales captured,1
idiosyncratic goals,1
open tools,1
two generals,1
modern media,1
‘ regulation,6
ancient cult,1
allow citizens,3
often made,2
whose homogeneity,2
enabled everyone,1
scandal ?’,1
popular film,1
microfluidics boards,1
joseph henrich,1
johann becher,1
biocommons meeting,1
accursed inventor,1
similar artisans,1
"""1989 ),""",1
agamben ’,6
‘ singularity,1
another project,1
structures superior,1
technology 62,1
scientific laboratory,1
diy kits,2
future ’,4
various local,1
garage network,1
automated justice,1
modern state,4
living machine,1
seem …,1
become disobedient,1
political problems,1
smart forests,1
technologies becoming,1
simply reproducing,1
simply complied,1
simply collapsed,1
pearce ’,1
governed ’,1
automation promises efficiency,1
prototyping around,1
kairos means prototyping,1
instauratio reduced politics,1
safecast became,1
design history society,1
6 kera,1
various macro,1
various degrees,2
explored open,1
idiosyncratic uses,1
modern science,2
socrates accuses,1
original solutions,1
functional solutions,1
various present,1
kairos follow foucault,1
‘ increase,1
source rhetoric,1
thought experiments,6
like thales,1
resigning upon,1
cassin cities,1
estrogen issues,3
informal network,1
many scales,1
transformation without,1
foucault ’,2
homo laborans,3
various political,1
new tools,4
comenius described,1
playful appropriations,1
company based,1
new gods,1
marginal practices,1
various technological,1
citizen laboratories,3
‘ value,1
unexpected uses,1
basic structure,1
four forces,3
‘ society,1
god ’,2
various emancipatory,1
promissory futures,1
rich description distracted,1
problem received much,1
experience future communities,1
‘ academy,3
observations .’,1
current status,1
also remains,1
also provided,1
also hold,1
still models,1
global south,12
whose agency,1
global network,2
actual experiments,1
enables citizens,1
opendrop platform,1
sandboxes address,1
project forward,1
enlightenment project,1
already beginning,1
future blockchain service,1
famous maker,1
present open,1
smart city,1
today ’,4
“ right,2
neither automate,1
‘ wherever,1
‘ tweet,1
‘ tv,1
‘ inertias,1
‘ evidence,1
‘ crowd,1
‘ amusing,1
exaggerated social,1
thus emphasizing,1
thus amplifies,1
code ’,2
international journal,1
"""nature ),""",1
‘ time,3
making money,1
different tools,2
german ideology,1
consumer empowerment,1
worked closely,2
communitarian utopias,1
"""regulations ),""",2
calculating machines,1
present functions,1
modern computing,1
scientific american,1
necessarily need,1
mechanical artisans,1
citizen scientists,5
participants tested,1
myth reducing governance,1
sandboxes engages,1
saving governance,1
sciences ”,1
new philosophical,1
dining philosophers,6
idiosyncratic prototypes,1
modern man,1
society ’,1
time define agency,1
various instruments,1
works enabled,1
rudolf mrázek,1
grandiose plans,1
cultural significance,1
classical quarterly,4
7 surveillance,1
tinkerers around,1
1 ).,17
"""patron ),""",1
"""cycles ),""",1
supports collaborative,1
provoke researchers,1
nature ’,5
documentation available,1
living trees,2
financial industry,1
another member,1
lithopy safe,1
68 ).,1
emancipatory functions,1
engaged directly,1
often problematic,1
often leading,1
often controversial,1
often betrayed,1
california press,1
aaai press,1
science open,1
open science,7
tech production,1
hungry parasites,11
contact language,8
sandbox accommodate,1
"""kairos ),""",5
become tools,1
economic problems,2
governance influence algorithms,1
bring science,1
regulae supports improvisation,1
every reason,1
us markets,1
three laboratories,1
still retain,1
still evolving,1
future without,3
new media,1
new political,1
discriminatory code,1
prototyping made cosmology,1
algorithmic services,3
public sphere,7
reflect upon,3
unrealized ’,1
openings ’,1
insufficient ’,1
exhibition ’,1
disappearing ’,1
councils ’,1
anxieties ’,2
permanently hungry,1
hungry predicts,1
combine vitalist,1
support explorations,1
communal efforts,1
status quo,31
time ’,3
“ toward,1
“ automatic,1
every infrastructure,2
replace political,1
various structures,1
various groups,1
actively embed,1
enabling citizens,1
brings back,2
prototyping strengthen rather,1
common algorithmic,1
distributed ledgers,2
metaphor ’,2
idiosyncratic engagements,1
chemical process,1
provoke clashes,1
informal spaces,1
private sector,1
html lamport,1
universe along,1
already changed,1
diy tools,1
generate prototypes,1
technology ensuring control,1
governance reinforce personal,1
support tactical,1
challenges faced,1
regulatory sandboxes,8
regulatory forces,1
gradually became,1
leave open,1
1 instruments,2
promissory local,1
transnational networks,1
automated services,2
open experiments,1
‘ age,1
becoming parasites,1
estrogen politics,1
alchemical work,1
hackteria wiki,1
laboratory studies,3
south collaborations,1
communication apparatus,1
‘ abstract,1
need governance concerns,1
various libertarian,1
moral community,1
without closing,1
"""otium ),""",1
computer science,1
keller ’,1
worshipping aphrodite,1
vice versa,1
unfinished character,1
transformers,1
ten scenes,1
tekla lab34,1
systematically constructed,2
surveillance capitalism,2
structured formats,1
robert fludd,2
rightly called,1
reaffirmed biases,1
raising money,1
quick fixes,1
promote novel,1
plea,1
perpetual income,1
participatory framework,1
output devices,1
offering miracles,1
misused finances,1
miracle performed,1
manmade magnum,1
koinos bios,1
invention adventure,1
ingeniously encapsulated,1
inclusive enough,1
hyperledger fabric,1
genuine protection,1
fortify cities,1
familiar ways,2
fair use,1
explicitly assert,1
environmental monitoring,2
enlightened guardians,1
empty stomachs,1
commercializes cities,1
co2 monitoring,1
christian kingdoms,1
chemical microcosm,1
berti suman,1
anonymous daos,1
alice grassi,1
album amicorum,1
79,1
various interventions,3
general rule,1
various uses,1
consensus mechanism,3
various forms,4
also decentralized,1
paradoxically became,1
classical unity,1
including transnational,1
regulatory mechanisms,1
human rights,1
every aspect,1
lithopy project,2
promise less,1
prototypes like,1
like prototypes,1
various creative,1
technical apparatus,2
supporting practices,1
epistemic practices,1
actual instrument,1
extreme libertarian,1
various services,1
new instruments,11
must capture,1
algorithmic systems,1
artificial one,1
technological centers,1
become paradigmatic,1
china ’.,2
science artisans,7
extreme forms,1
galison ’,1
osat ).,1
human actions,1
chapters 1,1
technology means plurality,1
regulatory oversight,1
imperial ends,1
source development,1
regulatory sandbox,5
enable tactical,1
sometimes defined,1
powerful mediation,1
austerity agenda,1
gradually transforms,1
course ’.,1
modern divides,1
present electronics,1
information research,1
combined research,1
living together,2
6 benjamin,1
"""), synonymous""",1
patent system,3
imaginary community,1
"""chronos ),""",2
open interventions,1
never something,1
concept blockchain service,1
empiricism ’,2
many experiments,1
aristotle ’,1
mrázek right,1
emphasize collaborative,1
crowdfunding science,1
citizen participation,1
moral visions,1
automated systems,1
must await,1
distributed fabrication,1
new goals,1
technological solutions,1
extended abstracts,3
various technologies,1
first tools,1
maker fairs,1
big inspiration,1
neither final,1
new clock,1
‘ convergence,1
like bacon,1
uncertain futures,3
mass products,1
government intervention,1
existing scientific,1
fellow citizens,2
estrogen molecules,1
many goals,1
science outside,1
monopoly contraption,3
algorithmic life,1
prototypes autotelic,1
autotelic prototypes,2
also started,1
existing tools,1
tactical decisions,1
global experiments,1
present osh,1
imposing universal,1
march 2016,1
general norm,1
computer clock,1
present connect,1
clepsydra captures,1
algorithmic sovereignty,3
remaining open,1
always open,1
emerging markets,2
deciding upon,1
never final,1
thales remains,1
chronos turned citizens,1
experimental sandbox,1
mass production,1
industrial pollution,1
immaterial production,1
promissory instruments,1
instruments followed,1
instruments combined,1
artisanal instruments,1
global structures,1
global groups,1
complex functions,1
head technology assessment,1
cosmological resignation,1
sometimes described,1
even antagonistic,1
cities discussed,1
regulatory tools,2
exploratory sandboxes,23
makerspace prototypes,1
living instruments,20
unexpected ways,1
unexpected outcome,1
"""steven .,""",1
"""phillip .,""",1
"""., yuan""",1
"""., wylie""",1
"""., wells""",1
"""., wachter""",1
"""., toreini""",1
"""., tenorio""",1
"""., subramaniam""",1
"""., rodríguez""",1
"""., rod""",1
"""., reshef""",1
"""., psomas""",1
"""., ponti""",1
"""., noothigattu""",1
"""., moss""",1
"""., morison""",1
"""., kim""",2
"""., khoo""",1
"""., kahng""",1
"""., ferdinand""",1
"""., felzmann""",1
"""., felten""",2
"""., ekanadham""",1
"""., díaz""",1
"""., druga""",1
"""., dimitropoulos""",1
"""., craglia""",1
"""., cha""",1
"""., bonnefon""",1
"""., allo""",1
‘ priests,1
‘ pieces,1
‘ passion,1
‘ hollywood,1
‘ convivial,1
‘ complexity,1
‘ attain,1
enslavement ‘,1
various divides,1
experimental futures,2
arbitrary parts,1
exaggerated expectations,1
radical materialism,1
press back,1
kairos means time,1
instruments outside,1
contractual relationships,1
regulate ai,1
developing worlds,1
autotelic prototype,1
practical uses,1
new forms,1
key ideas,1
actions expressed,1
public project,1
public places,1
project ).,1
famous studies,1
different groups,1
source code,2
little .’,1
instruments become,1
become instruments,2
governance beyond,1
osat emphasize,1
building tools,1
automated sovereignty,1
entire cycle,1
promising innovation,1
new collectives,2
would show,2
supporting citizens,1
without purpose,1
street food,1
express novel,1
automatically solve,1
-) generate,1
new services,3
often lead,1
research project,1
"""telos ),""",1
visions beyond,1
famous experiments,1
critical engineering,1
economic regimes,1
another tomorrow,1
lithopy started,1
prototypes open,3
garage networks,1
"""technology ),""",1
often impossible,1
various engagements,1
serving predefined,1
superior metaphors,1
interaction across,1
edgar zilsel,1
open data,2
possible worlds,1
idiosyncratic fantasies,1
collective efforts,1
enabled makers,1
mechanical toys,1
various phenomena,2
diy instruments,3
emerging futures,1
similar tools,1
prototypes 1,1
give us,2
exploratory projects,3
political subjects,2
political actors,1
provoke defines,1
paradoxically defines,1
saving agency,3
exploratory sandbox,13
powerful tools,1
also served,2
fire ’,1
imposing science,1
scientific performance,1
transnational hci,1
special tastes,1
special forum,1
large ship,1
276 atzori,1
‘ breaking,1
one criterion,1
even human,1
fringe prototypes,2
shanzhai products,1
later period,1
different uses,1
different forms,1
fringe practices,1
creative explorations,3
remain socially,1
become rich,1
ancient rites,2
informal networks,5
works like,1
like meritocracy,1
like folklore,1
like console,1
like characters,1
new communities,1
temporary equilibria,1
guarantee epistemic,1
new technologies,4
algorithmic selection,1
algorithmic pamphlet,2
algorithmic fairness,1
algorithmic domestication,1
also exploratory,1
theological instauratio claims,1
new networks,1
something predefined,1
open space,1
tactical interventions,1
state actors,1
investors control time,1
existing political,1
artisans formed,1
ex post,1
cliché goes,1
actual design,1
machine learning,2
meyer ’,1
opendrop shows,1
predefined objectives,1
hidden forces,2
hackteria network,2
open engagements,1
new instrument,1
shared project,1
modern precariat,1
larger project,1
also scientific,1
scientific labor,1
also tools,2
lithopy sandbox,8
consensus building,1
communities involved,2
new prototypes,1
individual actions,1
pump hobbes,1
also offered,1
also express,1
tokyo hackerspace,2
pragmatic solution instead,1
openly challenge,1
‘ contingency,1
renaissance science,1
global networks,2
automated injustice,1
— namely,2
previous chapter,1
ultimate lawmaker,1
original mission,3
national objectives,1
literal cooking,1
entirely dependent,2
corporate sensors,1
athenian courts,1
1990s paper,1
three classes,1
always remains,1
possible futures,2
‘ past,1
question ’,1
lithopy transformed,1
exploratory tools,1
socrates uses,1
osh became,1
4 )?,1
driven explorations,1
renaissance period,10
chronos without,1
laboratory life,2
technology mix,1
sandboxes described,1
like rituals,1
science serving,1
different communities,1
historical consciousness,2
biggest problems,1
biological media,1
consensus mechanisms,9
political scandal,1
optimized political,1
ontological arrangements,1
surprising metaphor,1
new prototype,1
like hybrid,1
something public,1
remain absolute,1
autotelic catalysts,1
neither universal,3
since thales,4
patented open,1
even imagine,2
always become,1
“ makes,1
remained ambiguous,1
also defined,1
renaissance instruments,13
transgressive parasites,1
also explored,1
even possible,1
sourced technologies,1
public squares,1
public sandboxes,11
naïve public,1
spiritual center,1
markets ).,1
2021 ).,4
1944b ).,1
electronics industry,1
projects support,1
standard form,1
one project,7
global levels,1
predefined projects,1
new engagements,1
includes tools,1
various wikis,1
various websites,2
various ways,1
various substances,1
various regions,1
various periods,1
various modes,1
various exploitations,1
also normative,1
local projects,1
sandbox supports,1
neither organized,1
neither income,1
second edition,2
particle detectors,1
greek parable,1
eighteenth century,1
72,2
state university,1
idealized system,1
also support,1
future anterior,4
something predetermined,1
next chapter,7
automated infrastructures,1
cheat ’,1
historical agenda,1
serious attempt,1
robert boyle,2
always active,1
also supports,1
natural rights,1
technologies become,1
sundials —,1
living instrument,1
prototypes initiate,1
promissory prototypes,2
artisanal prototypes,3
artisan cosmoscopes,1
technical neutrality,2
chapter 4,26
actual infrastructure,1
old fantasy,1
even changing,1
reflecting science,1
promotes science,1
later forms,1
algorithmic leviathan,1
present ...,1
creative project,1
new models,1
supported monopoly,1
would seem,1
temporary manner,1
mechanical reproduction,3
equally important,2
uses satellite,1
projects described,1
prototypes outside,1
microscope made,1
field actions,1
everyday actions,1
actions associated,1
political projects,2
beyond memory,1
sections 1,1
olive harvest,3
general exclusion,1
artificial rarities,1
even philosophical,1
prototypes become,3
enables tinkering,1
village existed,1
small village,1
fictional village,1
exaggerated rhetoric,1
modern leviathan,1
technological projects,1
remind us,7
worldwide open,2
sage open,1
open science70,1
open antibiotics,1
exampla open,1
embraced open,1
bornit open,1
various agendas,1
new tool,1
new algorithm,1
function —,2
satellite services,3
original thales,1
friends ’,1
"""), self""",1
experimental environments,2
arts organizations,1
also political,1
support south,1
democratize science,3
public sandbox,4
regulatory experiments,1
algorithmic rules,4
building instruments,2
socrates states,1
regtech solutions,1
oriented activities,1
commensality metaphors,1
safe space,1
counter example,1
technological futures,4
even mocking,1
even conflicting,1
remain mundane,1
imagination beyond,1
‘ nothing,1
something natural,1
futures ).,1
concrete scenarios,1
mit .’,1
also public,1
artisanal engagements,1
even described,1
unprecedented marriage,2
tolerant agreements,1
stimulate inventions,1
standing equally,1
rainbow fountain,1
pedagogical functions,1
pecheblenda biolab41,1
original conflict,1
multiple scales,1
mobilize forces,1
macro scales,1
laboratory automation28,1
impractical functions,1
ferment waste,1
evocative objects,1
everyday publics,1
equally concerned,1
defeating strategies,1
boundary objects,3
597819 selin,1
006 selin,1
tech prototypes,1
current prototypes,1
something visible,1
society 37,1
even political,1
idiosyncratic connections,1
confluent technologies,2
opendrop ).,1
add code,1
emerging public,1
historical processes,1
final instruments,1
project driven,1
even justice,1
loop ’,1
diy prototypes,1
site supporting,1
geopolitical divides,1
science projects,1
new challenges,1
stimulate change,1
semilegal market,1
climate change,1
body politics,4
diy practices,2
provides tools,1
shenzhen examples illustrate,1
174a ).,1
kairos experienced,1
instruments democratize,1
superior form,1
choices made,1
σπουδάζουσιν —,1
artisanal philosophers,1
‘ myth,1
narrow definition,1
industrial state,1
early decisions,1
prototypes connect,1
final truths,1
efficient futures,1
phenomena outside,1
original goals,4
concurrent computing,1
commercial goals,1
various stakeholders,3
became something,1
informal settings,1
hacker ethos,1
something man,1
various expectations,1
communication system,1
celestial hierarchies,1
activity supporting,1
similar manner,1
often ignore,1
unexpected connections,1
future beyond,6
relatively concrete,1
byron rich,1
new ways,4
new relations,2
new frontier,2
new ensemble,2
new configurations,1
emerging science,1
hannah arendt,3
early instruments,3
nationalist agenda,1
futures worth,2
later prototypes,1
man crossing,1
actively define,1
also decisions,1
express individual,1
zilsel described,1
monastic orders,3
many design,1
computer scientists,2
challenge students,1
arranged order,1
emancipatory tools,1
inspired us,1
forecasting tool,1
even science,1
fixed agendas,1
final goals,3
even mock,1
making choices,1
alciphron ’,1
little scientific,1
depth inquiry,1
connecting science,2
kairos means insistence,1
scientific research,1
contraption describe,1
supply knowledge,1
every step,1
state surveillance,1
final ends,2
diy making,1
open resource,3
must figure,1
hybrid functions,1
citizens learned,1
active life,2
trustless system,1
identifying moments,1
examples include,1
instruments transformed,1
mit press,12
early participants,1
ultimately serve,1
give back,1
predictive control,1
sandboxes make,1
igi global,1
actual algorithms,1
ambiguous status,1
utopian futures,1
complex system,1
engagements connect,1
geek ethos,1
cosmological forces,1
becoming slaves,1
also prototyped,1
cheaper tools,3
renaissance networks,1
modern ideals,1
village stakeholders,1
modern algorithms,3
washington technical,1
social project,1
digital divides,1
current models,1
clean water,1
new metaphors,1
makerbot scandal,1
food collectives,1
explanation ”,1
directly addresses,1
scientific theory,1
instruments shows,1
public defined,1
website,1
also visible,2
new rituals,5
peer production,3
different ways,2
different use,1
different regions,1
different governments,1
different approach,1
new infrastructures,14
accommodate diverse,2
via kairos,1
autotelic activity,1
computer metaphors,1
even conflict,1
extreme views,1
renaissance prototypes,2
machines 3,1
encourage agonistic,1
"""., mellis""",2
wicker man,7
enabled agency,1
support individual,1
scientific instruments,3
never became,1
many reduced,1
political consensus,1
ritual process structure,1
blockchain projects,1
virtual server,1
stanford encyclopedia,1
regulates mealtimes,1
let innovators,1
critical theory,2
bitcoin cryptocurrency,1
52,1
‘... especially,1
xml hong,1
utterly remote,1
utterly immediate,1
traitors among,1
simultaneously bookish,1
remains unpredictable,1
professor irfan,1
platform cooperativism,4
platform backed,1
oxford handbook,1
makerbot67 controversy,1
littlefield publishers,1
hong kong,4
hold dear,1
giving feedback,1
gatherings combined,1
fitting emblem,1
determined ought,1
artisanal creations,1
artisanal approach,1
arc studio,1
anatomical theater,1
always connected,1
similar cosmological,1
thales mocks,1
public support,1
algorithmic governance,31
practical reason,7
living beings,1
instruments express,1
promise automated,1
combine learning,1
serving prototypes,1
local public,1
existing prototypes,1
scientific objects,1
blockchain futures,1
become parasites,1
like paradigms,1
must restore,1
artistic explorations,2
often imperfect,1
open issues,1
remain practices,1
new means,3
theological project,2
ultimately governance,1
stepping outside,2
also ambiguous,1
algorithm .’,1
two groups,2
strengthens innovation,1
include innovation,1
diffuse innovation,1
new infrastructure,11
exploratory goals,1
support research,1
scientific experiments,3
"""., kera""",1
something driven,2
mean something,1
universe due,1
famous passages,2
famous motto,1
famous lament,1
urbanism 8,1
emerging blockchain,2
become templates,1
become accomplished,1
tool remained,1
communities dependent,1
various algorithms,1
social actors,1
truly public,1
simply indulge,1
first asia,1
collective intelligence,2
astronomical observations,1
17th centuries,2
make futures,1
support science,1
teleological project,8
also libertarian,1
involve emancipatory,1
thales predicted,1
support efficient,1
alchemical idea,1
unique south,1
different agendas,1
various classes,1
4 ).,15
new relationships,1
new devil,1
creative projects,3
policy maker,1
supports science,1
possible conflict,1
society 20,2
superior knowledge,2
new ideas,4
automated governance,5
also uses,1
also forms,2
would expect,1
resigns upon,1
4 enable,1
thought experiment,2
decentralized ledgers,1
instruments defined,2
buterin describes,1
also technical,1
various monopolies,1
brings people,1
always someone,1
hackerspace projects,1
opendrop uses,1
various ontological,1
enable political,1
tech raised,1
geopolitical stereotypes,1
